,CaseType,CaseWorkclass,CaseStatus,IssueDate,ApplyDate,ExpireDate,FinalDate,AddressLine1,AddressLine2,AddressLine3,PostalCode,Description,Year
51080,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-08T18:38:01Z,2024-04-24 18:47:36.177000+00:00,2024-11-04T19:37:58Z,,2288,Hickory Point,,48105,NEW PV SYSTEM: 9.720 kWp w/ Battery Backup,2024.0
51527,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Void - Wrong Workclass,,2024-05-01 15:18:44.103000+00:00,,,3625,Fox Hunt,,48105,*residential address* Providing new solar panels,2024.0
51549,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-06T22:18:04Z,2024-04-24 15:34:58.533000+00:00,2024-11-04T23:17:47Z,,1260,Creal,,48103,Installing solar panels on roof of residential home.,2024.0
51551,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-08T18:38:01Z,2024-04-24 18:47:36.177000+00:00,2024-11-04T19:37:58Z,,2288,Hickory Point,,48105,NEW PV SYSTEM: 9.720 kWp w/ Battery Backup,2024.0
51559,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-08T18:38:23Z,2024-04-25 14:22:52.370000+00:00,2024-11-04T19:38:20Z,,509,Orchard Hills,,48104,NEW PV SYSTEM: 4.860 kWp w/ Battery Backup,2024.0
51592,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-14T17:29:10Z,2024-04-30 13:33:24.287000+00:00,2024-11-12T18:28:50Z,,2021,Anderson,,48104,"Installation of (16) solar panels with microinverters, 1 home energy storage system, (1) surge arrestor and (1) consumption meter.",2024.0
51608,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-14T17:34:02Z,2024-05-01 15:44:10.260000+00:00,2024-11-12T18:33:48Z,,703,Davis,,48103,Install battery back up and connect to existing PV system,2024.0
51947,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Withdrawn,,2024-05-08 13:38:54.040000+00:00,,,911,Main,,48104,Installation of (50) solar panels on the existing roof of the building.,2024.0
52089,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Void - Wrong Workclass,,2024-05-01 15:18:44.103000+00:00,,,3625,Fox Hunt,,48105,*residential address* Providing new solar panels,2024.0
52131,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Issued,2024-05-14T19:58:28Z,2024-05-08 14:14:31.427000+00:00,2024-11-12T20:58:25Z,,911,Main,,48104,Installation of solar panels on the existing roof of the building and connect to the existing electrical system.,2024.0
52140,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-14T17:34:02Z,2024-05-01 15:44:10.260000+00:00,2024-11-12T18:33:48Z,,703,Davis,,48103,Install battery back up and connect to existing PV system,2024.0
52197,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-16T12:29:20Z,2024-05-07 14:29:20.463000+00:00,2024-11-12T13:29:16Z,,6,Bristol,,48104,4.8 kW PV Solar Panel Installation on Roof,2024.0
52202,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Requires Resubmit,,2024-05-07 16:00:09.060000+00:00,,,2035,Suffolk,,48103,Installing solar panels on rooftop of residential home. Installing Enphase 5P Battery (Qty:1).,2024.0
52206,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-16T12:29:28Z,2024-05-08 15:27:52.157000+00:00,2024-11-12T13:29:25Z,,1517,Montclair,,48104,"Installation of (12) roof mounted solar panels with microinverters, (1) surge arrestor and (1) consumption meter.",2024.0
52577,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Withdrawn,,2024-05-08 13:38:54.040000+00:00,,,911,Main,,48104,Installation of (50) solar panels on the existing roof of the building.,2024.0
52687,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Issued,2024-05-14T19:58:28Z,2024-05-08 14:14:31.427000+00:00,2024-11-12T20:58:25Z,,911,Main,,48104,Installation of solar panels on the existing roof of the building and connect to the existing electrical system.,2024.0
52740,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-16T12:29:28Z,2024-05-08 15:27:52.157000+00:00,2024-11-12T13:29:25Z,,1517,Montclair,,48104,"Installation of (12) roof mounted solar panels with microinverters, (1) surge arrestor and (1) consumption meter.",2024.0
52767,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-16T12:31:23Z,2024-05-09 18:59:12.283000+00:00,2024-11-12T13:31:20Z,,3300,Nordman,,48108,Installing 25 roof mounted solar panels.,2024.0
52775,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-16T12:31:30Z,2024-05-10 15:00:53.230000+00:00,2024-11-12T13:31:27Z,,700,Leona,,48103,Installation of (6) Solar panels on the existing roof of the  detached garage and (2) panels on the existing roof of the home.,2024.0
52802,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-05-16T12:31:49Z,2024-05-14 13:47:56.250000+00:00,2024-11-12T13:31:46Z,,2115,Arlene,,48103,Install 4.455KW PV solar system.,2024.0
53221,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Submitted - Online,,2024-05-16 14:25:41.150000+00:00,,,617,Spring,,48103,"Installation of (48) solar panels with microinverters, (3) home energy storage systems, (2) surge arrestors and (2) consumption meters.",2024.0
